 500 0.000268 0.000024
 1000 0.000166 0.000044
 1500 0.000270 0.000065
 2000 0.000320 0.000094
 2500 0.000418 0.000110
 3000 0.000484 0.000147
 3500 0.000587 0.000213
 4000 0.000658 0.000199
 4500 0.000781 0.000201
 5000 0.000836 0.000209
 5500 0.000896 0.000268
 6000 0.001031 0.000265
 6500 0.001376 0.000583
 7000 0.001958 0.000334
 7500 0.001265 0.000340
 8000 0.001264 0.000389
 8500 0.001395 0.000293
 9000 0.001512 0.000412
 9500 0.001558 0.000412
 10000 0.001428 0.000247
