 500 0.000512 0.000138
 1000 0.000978 0.000264
 1500 0.001311 0.000325
 2000 0.001785 0.000448
 2500 0.002557 0.000910
 3000 0.003518 0.000751
 3500 0.003378 0.000847
 4000 0.003986 0.000632
 4500 0.002524 0.000681
 5000 0.002011 0.000513
 5500 0.002281 0.000593
 6000 0.001837 0.000484
 6500 0.001895 0.000514
 7000 0.001738 0.000468
 7500 0.001871 0.000496
 8000 0.001997 0.000531
 8500 0.002150 0.000621
 9000 0.002303 0.000663
 9500 0.002436 0.000688
 10000 0.002547 0.000731
