 500 0.002028 0.000138
 1000 0.008650 0.000214
 1500 0.016015 0.000112
 2000 0.010241 0.000094
 2500 0.011768 0.000131
 3000 0.017139 0.000152
 3500 0.023568 0.000178
 4000 0.031047 0.000201
 4500 0.038418 0.000257
 5000 0.047033 0.000280
 5500 0.056766 0.000313
 6000 0.068201 0.000326
 6500 0.079935 0.000364
 7000 0.092382 0.000379
 7500 0.107566 0.000411
 8000 0.120325 0.000427
 8500 0.135876 0.000534
 9000 0.152443 0.000576
 9500 0.169911 0.000580
 10000 0.188310 0.000597
