 500 0.002245 0.000109
 1000 0.008782 0.000296
 1500 0.015241 0.000158
 2000 0.011080 0.000093
 2500 0.012451 0.000131
 3000 0.017733 0.000165
 3500 0.023441 0.000183
 4000 0.033746 0.000221
 4500 0.038411 0.000258
 5000 0.048585 0.000279
 5500 0.058799 0.000304
 6000 0.067766 0.000333
 6500 0.079468 0.000359
 7000 0.092082 0.000382
 7500 0.106492 0.000404
 8000 0.120586 0.000433
 8500 0.135779 0.000531
 9000 0.152208 0.000549
 9500 0.170363 0.000574
 10000 0.188333 0.000592
