 500 0.001570 0.000022
 1000 0.006372 0.000042
 1500 0.015410 0.000072
 2000 0.024240 0.000078
 2500 0.035242 0.000110
 3000 0.049974 0.000129
 3500 0.069508 0.000148
 4000 0.090703 0.000166
 4500 0.116551 0.000194
 5000 0.141758 0.000223
 5500 0.170789 0.000303
 6000 0.204646 0.000277
 6500 0.238855 0.000299
 7000 0.276859 0.000315
 7500 0.321948 0.000339
 8000 0.363081 0.000355
 8500 0.409932 0.000387
 9000 0.468863 0.000409
 9500 0.520717 0.000444
 10000 0.576644 0.000470
